CustomerKey,Gender,YearlyIncome,MaritalStatus,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,SumProductCost,SumUnitPrice,OrderCount
21315,F,70000.00,M,4,0,Graduate Degree,Management,738.8747,1189.46,4
21316,M,130000.00,M,2,3,Graduate Degree,Management,47.1749,68.97,3
21330,F,60000.00,S,2,0,Partial High School,Skilled Manual,713.0798,1120.49,1
21333,F,70000.00,M,3,0,Graduate Degree,Management,754.6521,1174.48,2
21347,F,60000.00,S,3,0,Graduate Degree,Management,1.8663,4.99,1
21348,F,70000.00,M,5,0,Graduate Degree,Management,2380.0054,4392.0182,5
21365,F,10000.00,M,2,1,Partial High School,Clerical,2.7228,7.28,2
21366,M,10000.00,M,2,1,Partial High School,Clerical,14.9526,39.98,2
21380,F,30000.00,M,3,0,Partial College,Clerical,1669.562,2735.5325,4
21383,M,20000.00,M,2,1,Partial High School,Clerical,26.1763,69.99,1
21397,M,40000.00,M,0,0,High School,Skilled Manual,18.6889,49.97,3
21345,F,80000.00,M,4,0,Graduate Degree,Management,11.1938,29.93,2
21352,F,50000.00,M,4,0,Bachelors,Management,1466.7341,2625.3896,4
21354,F,60000.00,S,3,0,Graduate Degree,Management,1474.5918,2646.3996,3
21377,F,20000.00,S,2,1,Partial High School,Clerical,26.1763,69.99,1
21379,F,30000.00,M,3,0,Partial College,Clerical,1865.7983,2992.33,3
21384,M,30000.00,M,3,0,High School,Skilled Manual,1760.3153,2921.0225,6
21386,F,30000.00,S,0,0,Partial College,Skilled Manual,343.6496,539.99,1
21409,M,110000.00,M,1,1,Bachelors,Management,13.09,35.00,1
21411,F,70000.00,S,0,0,Partial College,Professional,723.2826,1147.77,3
21418,F,120000.00,M,1,2,Bachelors,Management,2888.718,4659.9025,3
21420,F,70000.00,S,2,0,Partial High School,Skilled Manual,29.3516,78.48,3
21443,F,70000.00,M,5,0,Bachelors,Management,18.6889,49.97,3
21445,F,60000.00,M,3,0,Graduate Degree,Management,42.4379,113.47,4
21452,M,40000.00,M,4,0,High School,Professional,18.6889,49.97,3
21454,M,70000.00,M,4,0,Bachelors,Management,3.7363,9.99,1
21477,F,60000.00,M,2,1,Bachelors,Management,12.5249,23.97,3
21479,M,60000.00,M,2,1,Bachelors,Management,723.9184,1149.47,3
21484,F,60000.00,M,2,1,Partial College,Professional,713.0798,1120.49,1
21486,F,60000.00,S,2,1,Bachelors,Management,726.1661,1155.48,2
21488,F,70000.00,M,4,1,Partial College,Professional,400.4568,638.95,5
21509,F,130000.00,M,3,4,Partial College,Professional,1757.9287,3117.96,4
21511,M,80000.00,M,4,2,Partial College,Professional,12.0691,32.27,3
21513,F,70000.00,M,5,1,High School,Professional,64.6612,119.96,4
21518,M,70000.00,M,5,1,High School,Professional,73.8205,144.45,5
21520,M,110000.00,M,3,4,Bachelors,Management,12.0691,32.27,3
21543,F,80000.00,M,5,1,High School,Management,13.9391,37.27,3
21545,F,170000.00,M,0,5,High School,Management,939.5836,1631.46,4
21552,M,80000.00,M,0,0,Bachelors,Professional,2875.6317,4624.9125,2
21554,F,80000.00,S,0,0,Bachelors,Professional,28.0426,74.98,3
21577,F,50000.00,M,2,0,Graduate Degree,Management,14.9526,39.98,2
11015,F,30000.00,S,0,0,Partial College,Skilled Manual,1333.306,2500.97,3
11017,F,20000.00,S,4,0,High School,Skilled Manual,3619.741,6434.31,4
11022,M,40000.00,M,0,0,Partial College,Skilled Manual,1266.476,2322.28,2
11024,M,60000.00,M,0,0,Partial College,Skilled Manual,21.1349,56.51,6
11026,M,30000.00,S,2,0,Partial College,Clerical,3681.6529,6575.79,7
11047,F,30000.00,M,3,0,High School,Skilled Manual,3684.0987,6582.33,4
11049,F,40000.00,S,0,0,Partial High School,Clerical,30.3914,81.26,5
11051,M,30000.00,S,3,0,High School,Skilled Manual,69.7135,123.95,5
11056,F,40000.00,M,3,0,Partial College,Skilled Manual,4715.0723,8207.50,8
11058,M,80000.00,M,2,0,Partial College,Skilled Manual,4734.9367,8248.02,6
11081,F,120000.00,M,2,2,Bachelors,Management,63.9334,104.26,5
11083,F,130000.00,M,0,1,Graduate Degree,Management,1755.1069,3137.32,5
11090,M,90000.00,S,2,0,Partial College,Professional,3921.3682,6704.08,6
11092,F,90000.00,M,2,2,Bachelors,Professional,4657.2346,8110.02,5
11115,M,70000.00,M,5,4,Partial College,Skilled Manual,42.5277,113.71,6
11117,F,70000.00,M,5,4,Partial College,Skilled Manual,4693.5435,8184.99,8
11124,M,80000.00,S,1,0,Partial College,Skilled Manual,4664.7625,8129.02,6
11126,M,10000.00,M,2,1,High School,Skilled Manual,2816.0197,4972.37,8
11149,M,40000.00,M,2,0,Bachelors,Management,18.9914,41.26,4
11151,F,60000.00,S,2,0,Graduate Degree,Management,4648.0129,8087.31,6
11156,F,40000.00,S,0,0,Partial College,Skilled Manual,1287.5039,2389.97,4
11158,M,40000.00,S,0,0,High School,Skilled Manual,1315.4123,2395.96,3
11181,M,170000.00,M,2,3,Graduate Degree,Management,15.4388,41.28,3
11183,F,70000.00,S,4,0,Bachelors,Management,17.3051,46.27,4
11190,M,70000.00,M,5,0,Bachelors,Management,17.3051,46.27,4
11192,M,60000.00,M,4,0,Bachelors,Management,42.6212,113.96,5
11215,F,40000.00,M,2,1,Partial High School,Skilled Manual,516.4936,1155.52,32
17318,F,80000.00,M,5,5,Bachelors,Professional,20.0049,43.97,3
17325,F,70000.00,M,0,0,Bachelors,Professional,24.1077,54.94,5
17332,M,90000.00,S,2,0,Bachelors,Professional,2665.7435,4480.73,5
17343,M,30000.00,S,0,0,Partial High School,Clerical,14.9526,39.98,2
17350,F,40000.00,S,2,0,Bachelors,Management,47.6739,127.47,4
17357,M,40000.00,M,0,0,High School,Skilled Manual,1.8663,4.99,1
17368,F,90000.00,S,4,4,Partial College,Skilled Manual,1.8663,4.99,1
17375,F,10000.00,M,2,1,Partial High School,Clerical,17.3798,46.47,2
17382,M,60000.00,M,1,1,Graduate Degree,Skilled Manual,11.0256,29.48,2
17393,M,110000.00,S,3,2,Bachelors,Management,1297.3796,2404.91,4
17400,F,70000.00,M,3,2,Partial College,Professional,1265.8044,2331.95,4
17407,F,80000.00,M,4,0,Graduate Degree,Management,40.3586,54.98,2
21026,M,20000.00,S,0,0,Partial College,Manual,14.5786,38.98,2
21033,M,30000.00,S,0,0,Bachelors,Clerical,348.8782,553.97,3
21044,M,20000.00,M,2,0,Partial College,Manual,1607.7089,2533.97,3
21051,F,30000.00,M,1,0,Bachelors,Clerical,713.0798,1120.49,1
21058,F,10000.00,S,3,3,High School,Manual,29.5382,69.46,4
21069,M,10000.00,M,4,3,Partial High School,Manual,26.1689,69.97,3
21076,M,10000.00,S,3,2,Partial High School,Manual,1.8663,4.99,1
21083,F,20000.00,S,3,3,High School,Manual,14.5786,38.98,2
21094,F,30000.00,S,2,2,Partial College,Clerical,22.6159,60.47,3
21101,F,30000.00,S,3,3,Partial College,Clerical,12.0728,32.28,2
21108,F,40000.00,M,1,0,Bachelors,Skilled Manual,458.2707,819.48,2
21112,M,30000.00,M,5,5,Partial College,Clerical,9.5296,25.48,2
21119,M,20000.00,S,0,0,High School,Manual,9.5296,25.48,2
21126,F,30000.00,S,0,0,Partial College,Clerical,353.1792,565.47,3
21133,F,30000.00,S,0,0,Partial College,Clerical,8.0373,21.49,1
21137,M,20000.00,S,0,0,Partial High School,Manual,13.9391,37.27,3
21144,M,60000.00,M,1,0,Partial College,Skilled Manual,759.8807,1188.46,4
21151,M,60000.00,S,0,0,Graduate Degree,Professional,726.1661,1155.48,2
21158,M,60000.00,S,4,3,Bachelors,Professional,18.6889,49.97,3
21162,F,60000.00,S,1,0,Bachelors,Professional,726.1661,1155.48,2
21169,F,90000.00,M,2,0,Bachelors,Professional,2887.7826,4647.8825,5
21176,M,80000.00,M,5,5,Graduate Degree,Management,13.09,35.00,1
21187,M,60000.00,M,3,3,Bachelors,Professional,12.0728,32.28,2
21194,F,60000.00,M,1,0,Bachelors,Professional,2414.0324,3911.5325,4
21201,F,80000.00,S,3,0,Graduate Degree,Management,3086.8206,4921.69,3
21212,M,70000.00,S,0,0,Bachelors,Professional,28.0426,74.98,3
21219,F,70000.00,S,0,0,Bachelors,Professional,2902.4027,4696.4925,5
21226,M,80000.00,S,1,0,Partial College,Skilled Manual,2888.6806,4659.8025,4
21237,M,30000.00,M,0,0,High School,Skilled Manual,26.1763,69.99,1
21244,F,40000.00,M,0,0,High School,Skilled Manual,18.6889,49.97,3
21251,F,30000.00,S,0,0,Partial High School,Clerical,71.5351,191.27,4
21262,F,40000.00,S,0,0,Partial College,Skilled Manual,47.1749,68.97,3
21269,M,90000.00,S,4,4,Bachelors,Management,1095.5963,1735.98,2
21276,M,40000.00,M,0,0,High School,Skilled Manual,14.9526,39.98,2
21287,F,110000.00,M,4,2,Bachelors,Management,16.8226,44.98,2
21294,M,130000.00,M,1,2,Bachelors,Management,3.7363,9.99,1
21301,F,80000.00,S,2,0,Partial High School,Skilled Manual,5.6026,14.98,2
21312,M,50000.00,M,2,0,Graduate Degree,Management,55.3149,94.97,3
21319,M,90000.00,M,4,3,High School,Professional,8.9649,23.97,3
21326,F,160000.00,M,1,3,Partial College,Professional,735.3254,1179.97,3
21337,F,40000.00,S,3,0,Partial College,Professional,18.6889,49.97,3
21344,M,70000.00,M,5,0,Graduate Degree,Management,726.1661,1155.48,2
21351,M,70000.00,M,5,0,Graduate Degree,Management,6.4591,17.27,3
21362,M,30000.00,M,2,0,Partial College,Clerical,56.5249,93.97,3
21369,F,70000.00,M,0,0,Partial College,Skilled Manual,726.1661,1155.48,2
21395,F,40000.00,M,0,0,Partial College,Skilled Manual,58.3949,98.97,3
21402,M,80000.00,M,2,0,High School,Skilled Manual,2875.6317,4624.9125,2
21404,M,70000.00,S,2,0,High School,Professional,2897.8773,4684.3925,4
21427,F,70000.00,M,3,0,Partial College,Professional,726.1661,1155.48,2
21429,F,70000.00,M,3,0,Partial College,Professional,754.6521,1174.48,2
21434,F,130000.00,S,1,2,Graduate Degree,Management,761.5744,1183.47,3
21436,F,70000.00,S,1,0,Bachelors,Professional,740.554,1193.95,5
21459,M,70000.00,M,4,0,Bachelors,Management,5.6026,14.98,2
21461,F,70000.00,M,5,0,Bachelors,Management,53.1005,141.98,2
21468,M,60000.00,M,4,0,Bachelors,Management,24.3026,64.98,2
21470,F,70000.00,S,2,1,Partial College,Professional,355.8005,562.96,4
21493,M,80000.00,S,3,1,Bachelors,Management,47.1749,68.97,3
21495,M,60000.00,M,2,1,High School,Professional,12.5249,23.97,3
21502,F,60000.00,S,2,1,High School,Professional,18.6889,49.97,3
21504,F,60000.00,M,2,1,High School,Professional,726.1661,1155.48,2
21527,M,90000.00,S,4,2,High School,Professional,1251.9813,2294.99,1
21529,F,100000.00,S,3,4,Bachelors,Management,11.2163,29.99,1
21536,M,90000.00,M,4,1,High School,Professional,33.0912,78.96,4
21538,F,80000.00,M,5,2,High School,Management,1284.3084,2369.96,4
21561,M,90000.00,S,0,0,Bachelors,Professional,3096.5783,4947.78,5
21563,F,80000.00,S,0,0,Bachelors,Professional,14.9563,39.99,2
21568,F,100000.00,M,0,5,High School,Management,2888.6806,4659.8025,4
21570,M,100000.00,M,0,5,High School,Management,2905.765,4705.4825,6
21593,M,50000.00,S,2,2,Bachelors,Skilled Manual,726.1661,1155.48,2
21595,M,60000.00,M,1,0,Graduate Degree,Professional,1472.0755,2649.5582,5
21602,M,70000.00,M,2,2,Bachelors,Skilled Manual,347.0119,548.98,2
21604,F,40000.00,S,0,0,Bachelors,Professional,735.3254,1179.97,3
21627,F,70000.00,M,5,5,Graduate Degree,Professional,6.4591,17.27,3
21629,M,50000.00,S,3,3,Bachelors,Skilled Manual,1462.5459,2624.0782,3
21636,F,50000.00,M,3,3,Bachelors,Skilled Manual,5.6026,14.98,2
21638,F,40000.00,S,0,0,Bachelors,Professional,751.5721,1170.48,2
21661,M,30000.00,S,0,0,High School,Manual,43.4386,58.98,2
11006,F,70000.00,S,0,0,Bachelors,Professional,4665.3144,8119.03,5
11008,F,60000.00,S,4,4,Bachelors,Professional,4651.559,8106.31,7
11031,F,20000.00,M,4,0,High School,Skilled Manual,3645.3038,6478.60,6
11033,M,20000.00,M,4,0,High School,Skilled Manual,3650.3959,6495.29,7
11040,M,30000.00,M,0,0,Partial College,Skilled Manual,1277.2023,2350.96,3
11042,F,70000.00,M,0,0,Partial College,Skilled Manual,1765.5566,3112.33,3
11065,F,60000.00,M,0,0,Partial College,Skilled Manual,75.7613,202.57,5
11067,M,60000.00,S,0,0,Partial College,Professional,39.5507,105.75,6
11074,M,70000.00,S,2,0,High School,Skilled Manual,35.2273,94.19,7
11076,M,80000.00,S,2,0,High School,Professional,4680.2781,8159.04,4
11099,M,60000.00,M,1,0,Bachelors,Professional,4740.0494,8215.99,9
11101,F,70000.00,S,0,0,Bachelors,Professional,4718.9797,8262.52,7
11106,M,70000.00,S,0,0,Bachelors,Professional,4646.0736,8079.05,3
11108,F,70000.00,S,0,0,Bachelors,Professional,4658.1899,8124.04,5
11131,F,30000.00,M,0,0,High School,Skilled Manual,85.4066,165.91,9
11133,F,30000.00,S,0,0,Partial High School,Clerical,26.9131,71.96,4
11140,M,30000.00,S,0,0,Partial High School,Clerical,14.9563,39.99,2
11142,M,40000.00,S,0,0,High School,Skilled Manual,407.9853,980.77,36
11165,F,60000.00,M,0,0,Partial College,Skilled Manual,38.3313,102.49,3
11167,F,80000.00,S,0,0,Bachelors,Management,1768.0884,3126.33,4
11174,M,110000.00,M,0,1,Graduate Degree,Management,18.1616,48.56,5
11176,M,90000.00,M,4,4,Bachelors,Management,597.8098,1320.01,60
11199,F,70000.00,M,4,1,Bachelors,Management,49.2746,131.75,6
11201,F,70000.00,M,4,1,Bachelors,Management,87.4677,180.94,6
11206,M,60000.00,M,2,1,Partial College,Professional,28.8991,77.27,4
17310,M,60000.00,M,1,0,Partial College,Skilled Manual,3729.2154,6029.57,3
17312,F,110000.00,S,0,0,Graduate Degree,Management,2658.8212,4471.74,4
17314,F,110000.00,S,0,0,Graduate Degree,Management,33.0912,78.96,4
17327,F,70000.00,S,0,0,Bachelors,Professional,62.3177,99.94,5
17329,F,60000.00,M,1,0,Partial College,Skilled Manual,3726.2421,6021.62,2
17344,M,40000.00,S,0,0,High School,Skilled Manual,1.8663,4.99,1
17346,M,30000.00,M,2,0,Partial College,Clerical,30.4661,81.46,3
17361,M,60000.00,M,0,0,Partial College,Skilled Manual,1124.3646,1759.97,3
17363,M,80000.00,M,0,0,Bachelors,Management,1273.84,2341.97,2
17378,M,40000.00,M,0,0,Partial College,Skilled Manual,14.9526,39.98,2
17380,M,40000.00,S,0,0,Partial College,Skilled Manual,14.9526,39.98,2
17395,F,130000.00,S,2,2,Graduate Degree,Management,1.8663,4.99,1
21007,M,20000.00,M,1,1,Partial College,Manual,43.4386,58.98,2
21022,F,30000.00,M,1,0,Bachelors,Clerical,343.6496,539.99,1
21024,F,10000.00,S,1,1,High School,Manual,352.2405,562.96,4
21037,M,40000.00,M,0,0,Graduate Degree,Clerical,1441.3763,2438.28,8
21039,F,50000.00,S,0,0,Graduate Degree,Skilled Manual,1569.2166,2483.98,2
21054,M,40000.00,M,0,0,Graduate Degree,Clerical,326.5492,625.47,3
21056,M,40000.00,M,0,0,Graduate Degree,Clerical,1593.1415,2547.95,5
21071,F,20000.00,S,2,2,High School,Manual,1607.7089,2533.97,3
21073,F,20000.00,S,2,2,High School,Manual,11.0256,29.48,2
21088,M,30000.00,S,2,2,Partial College,Clerical,14.9596,30.48,2
21090,M,30000.00,S,2,2,Partial College,Clerical,347.0119,548.98,2
21105,M,40000.00,M,1,0,Bachelors,Skilled Manual,1607.7089,2533.97,3
21107,F,40000.00,M,1,0,Bachelors,Skilled Manual,433.7175,806.76,4
21122,F,10000.00,M,0,0,Partial High School,Manual,53.7738,143.78,3
21124,F,20000.00,S,0,0,Partial High School,Manual,21.3031,56.96,3
21139,M,70000.00,M,1,0,Partial College,Skilled Manual,1095.5963,1735.98,2
21141,M,40000.00,S,4,3,High School,Skilled Manual,726.1661,1155.48,2
21154,M,50000.00,M,1,0,Graduate Degree,Professional,27.8482,74.46,4
21156,F,60000.00,M,1,0,Partial College,Skilled Manual,723.9184,1149.47,3
21171,M,70000.00,S,5,5,Bachelors,Professional,13.9465,37.29,2
21173,M,70000.00,M,5,5,Bachelors,Professional,2888.718,4659.9025,3
21188,M,60000.00,M,4,4,Bachelors,Professional,67.7412,123.96,4
21190,M,70000.00,S,0,0,Bachelors,Professional,15.8128,42.28,3
21205,F,110000.00,S,0,0,Graduate Degree,Management,3073.7343,4886.70,2
21207,M,60000.00,M,1,0,Partial College,Skilled Manual,67.7412,123.96,4
21222,M,60000.00,M,1,0,Partial College,Skilled Manual,2444.7661,3936.5425,3
21224,M,90000.00,M,2,0,Bachelors,Professional,15.8128,42.28,3
21239,F,30000.00,M,2,0,Partial College,Clerical,2.7228,7.28,2
21241,M,30000.00,S,0,0,Partial High School,Clerical,33.0986,78.98,2
21256,F,40000.00,M,2,0,Bachelors,Management,2416.2801,3917.5425,3
21258,M,40000.00,S,2,0,Bachelors,Management,2444.7661,3936.5425,3
21271,M,120000.00,M,0,1,Bachelors,Management,1092.7128,1728.27,3
21273,F,100000.00,M,2,0,Bachelors,Management,5.6026,14.98,2
21288,M,130000.00,S,3,2,Bachelors,Management,5.6026,14.98,2
21290,M,100000.00,S,1,2,Partial College,Professional,12.5249,23.97,3
21305,M,60000.00,M,2,0,High School,Professional,1831.9761,3204.5782,3
21307,F,70000.00,M,4,3,High School,Professional,12.5249,23.97,3
21322,M,90000.00,M,4,3,High School,Professional,5.6026,14.98,2
21324,F,110000.00,M,5,3,Partial College,Professional,47.1749,68.97,3
21339,F,60000.00,S,3,0,Graduate Degree,Management,14.9526,39.98,2
21341,M,60000.00,M,3,0,Graduate Degree,Management,5.6026,14.98,2
21356,F,60000.00,S,3,0,Graduate Degree,Management,754.6521,1174.48,2
21358,M,70000.00,M,5,0,Graduate Degree,Management,3.7363,9.99,1
21373,M,20000.00,M,2,1,Partial High School,Clerical,5.6961,15.23,3
21375,M,20000.00,S,2,1,Partial High School,Clerical,14.9526,39.98,2
11203,M,40000.00,M,2,1,High School,Professional,383.7991,801.77,32
11204,F,40000.00,M,2,1,High School,Professional,28.8991,77.27,4
11221,M,70000.00,M,4,2,Partial College,Professional,17.3051,46.27,4
11222,F,80000.00,M,3,1,Bachelors,Management,81.3372,207.96,6
11235,M,70000.00,M,4,2,Partial College,Professional,51.7805,138.45,6
11236,M,70000.00,S,5,2,Partial College,Professional,42.6212,113.96,5
11239,F,130000.00,M,2,4,Partial College,Professional,4284.8734,7511.55,11
11253,M,60000.00,M,2,0,Graduate Degree,Management,321.5053,696.61,30
11254,M,70000.00,M,4,0,Graduate Degree,Management,76.2663,203.92,9
11271,F,150000.00,S,2,0,Bachelors,Management,3464.9563,5973.24,5
11272,F,70000.00,S,4,3,Partial College,Professional,3465.7005,5975.23,4
11286,M,170000.00,M,0,0,Graduate Degree,Management,3476.9106,5954.22,5
11289,F,130000.00,M,1,3,Bachelors,Management,3435.3258,5905.48,5
11303,F,90000.00,S,4,3,High School,Professional,3424.132,5875.55,3
11304,F,100000.00,M,0,3,Partial College,Professional,45.7066,122.21,5
11321,M,90000.00,M,5,0,Bachelors,Management,13.9465,37.29,2
11322,F,90000.00,M,5,0,Bachelors,Management,16.6693,44.57,4
11336,M,20000.00,M,1,0,Graduate Degree,Clerical,2402.1643,4441.3796,5
11339,M,20000.00,S,1,0,Graduate Degree,Clerical,2370.8776,4379.0782,3
11353,F,30000.00,S,1,0,Bachelors,Clerical,4640.9785,8078.02,6
11354,F,20000.00,M,1,0,Partial College,Manual,12.1509,22.97,3
11371,F,20000.00,M,0,0,Bachelors,Clerical,47.8386,74.98,2
11372,F,20000.00,S,0,0,Bachelors,Clerical,2808.8562,4965.81,5
11386,F,30000.00,M,3,0,Bachelors,Clerical,25.7949,68.97,3
11389,M,10000.00,S,1,1,High School,Manual,25.7949,68.97,3
11403,F,40000.00,S,0,0,Graduate Degree,Clerical,2790.116,5033.1396,9
11404,F,10000.00,S,3,0,Partial College,Manual,12.7086,33.98,2
11421,F,110000.00,M,3,4,Bachelors,Management,5728.5836,9780.04,4
11422,M,170000.00,M,4,4,Bachelors,Management,4009.4236,7075.27,10
11436,F,160000.00,M,3,5,Partial College,Management,51.9584,81.76,4
11439,F,90000.00,M,4,1,High School,Management,7413.2821,12489.1696,14
11453,M,80000.00,S,0,0,Bachelors,Professional,4682.2777,8176.98,6
11454,F,80000.00,S,0,0,Bachelors,Professional,4645.0999,8089.04,4
11471,F,30000.00,S,0,0,Partial College,Clerical,41.5723,53.99,1
11472,M,60000.00,S,3,2,Bachelors,Professional,4682.8139,8165.82,6
11486,F,10000.00,S,0,0,Partial High School,Manual,13.0863,34.99,1
11489,F,20000.00,S,0,0,Partial High School,Manual,4667.336,8127.51,7
11503,M,50000.00,M,1,0,Graduate Degree,Skilled Manual,23.1058,61.78,3
11504,F,40000.00,M,1,0,Bachelors,Skilled Manual,16.6693,44.57,4
11521,F,40000.00,M,1,0,Partial College,Clerical,16.6693,44.57,4
11522,M,80000.00,M,5,0,Graduate Degree,Skilled Manual,3428.8781,5888.24,4
11536,M,60000.00,M,4,0,Graduate Degree,Skilled Manual,3439.0883,5915.54,5
11539,M,60000.00,M,4,0,Graduate Degree,Skilled Manual,3474.1156,5997.73,6
11553,F,20000.00,M,1,1,Partial College,Manual,8.0373,21.49,1
11554,F,10000.00,S,4,0,High School,Manual,13.0863,34.99,1
11571,M,30000.00,M,1,1,Bachelors,Skilled Manual,2378.9142,4390.6796,4
11572,M,30000.00,M,1,1,Bachelors,Skilled Manual,2409.0866,4450.3696,6
11586,M,40000.00,M,1,0,Bachelors,Skilled Manual,6.9223,8.99,1
11589,F,40000.00,M,1,0,Bachelors,Skilled Manual,5.6026,14.98,2
15716,M,70000.00,S,0,0,Bachelors,Professional,2433.0104,4467.0582,5
15733,F,120000.00,M,0,5,Partial High School,Professional,2399.2777,4443.5482,6
15734,F,100000.00,M,0,5,Partial High School,Professional,2396.5654,4426.4096,3
15748,M,70000.00,M,4,0,Bachelors,Management,150.6366,296.91,8
15751,F,80000.00,S,2,0,High School,Skilled Manual,2404.0417,4446.3996,3
15765,M,130000.00,M,0,1,Graduate Degree,Management,2371.4295,4369.0882,2
15766,F,160000.00,S,0,0,Graduate Degree,Management,23.2891,62.27,3
15783,M,90000.00,M,3,3,Bachelors,Professional,37.0112,98.96,4
15784,F,90000.00,M,4,4,Bachelors,Professional,2370.8813,4379.0882,3
21340,M,60000.00,M,3,0,Graduate Degree,Management,8.5759,22.93,3
21355,F,60000.00,M,3,0,Graduate Degree,Management,737.0047,1184.46,4
21357,F,60000.00,S,3,0,Graduate Degree,Management,764.6584,1205.47,3
21372,M,20000.00,S,2,1,Partial High School,Clerical,28.0352,74.96,4
21374,F,20000.00,M,2,1,Partial High School,Clerical,2.7228,7.28,2
21389,F,30000.00,M,3,0,High School,Skilled Manual,1682.6483,2770.5225,5
21391,F,40000.00,M,3,0,Partial High School,Clerical,11.2163,29.99,1
21406,M,110000.00,M,4,1,Bachelors,Management,28.0426,74.98,3
21408,F,110000.00,M,4,1,Bachelors,Management,2875.6317,4624.9125,2
21423,M,90000.00,S,2,0,Partial College,Professional,1551.7573,2888.5582,5
21425,M,60000.00,M,2,0,High School,Professional,3.7363,9.99,1
21438,M,70000.00,S,1,0,Bachelors,Professional,351.6869,561.48,2
21440,M,70000.00,S,1,0,Bachelors,Professional,355.8005,562.96,4
21442,F,50000.00,S,4,0,Bachelors,Management,5.6026,14.98,2
21455,M,40000.00,M,4,0,High School,Professional,5.6026,14.98,2
21457,M,40000.00,M,5,0,High School,Professional,26.1689,69.97,3
21472,M,70000.00,M,2,1,Partial College,Professional,18.6889,49.97,3
21474,M,60000.00,M,2,1,Partial College,Professional,16.8226,44.98,2
21489,M,40000.00,M,2,1,Partial High School,Skilled Manual,2.7228,7.28,2
21491,M,60000.00,M,2,1,Partial College,Professional,754.6521,1174.48,2
21506,M,130000.00,M,3,4,Partial College,Professional,1284.3084,2369.96,4
21508,F,120000.00,M,3,4,High School,Professional,1771.015,3152.95,5
21523,M,120000.00,M,4,5,Bachelors,Management,14.5786,38.98,2
21525,F,80000.00,M,4,2,Partial College,Professional,12.0691,32.27,3
21540,M,150000.00,S,4,5,Bachelors,Management,944.9773,1602.47,3
21542,F,70000.00,M,5,1,Partial High School,Skilled Manual,1265.0676,2329.98,2
21555,M,90000.00,S,0,0,Bachelors,Professional,2930.8887,4715.4925,5
21557,F,110000.00,S,0,5,Partial College,Management,3073.7343,4886.70,2
21559,M,100000.00,M,0,5,High School,Management,3078.9629,4900.68,4
11010,F,70000.00,S,0,0,Bachelors,Professional,4652.9959,8088.04,4
11012,F,100000.00,M,2,0,Bachelors,Management,30.3914,81.26,5
11027,M,30000.00,M,2,0,Partial College,Clerical,3708.2065,6591.57,9
11029,M,30000.00,M,2,0,Partial College,Clerical,3699.1059,6565.29,7
11044,M,20000.00,M,2,1,Partial High School,Clerical,3671.4114,6515.30,7
11046,F,30000.00,M,3,0,High School,Skilled Manual,3692.2843,6616.81,6
11061,M,80000.00,M,2,0,Partial College,Skilled Manual,4664.3407,8129.02,6
11063,F,40000.00,S,0,0,High School,Skilled Manual,1306.0785,2372.95,5
11078,F,40000.00,S,0,0,High School,Professional,402.536,913.27,31
11080,M,170000.00,M,0,0,Graduate Degree,Management,4712.1867,8204.02,7
11093,F,100000.00,M,0,0,Graduate Degree,Management,4683.829,8180.00,7
11095,M,70000.00,S,1,0,Partial College,Skilled Manual,4692.2748,8158.01,7
11097,M,60000.00,M,1,0,Partial College,Skilled Manual,4648.8362,8099.03,5
11110,M,60000.00,M,1,0,Partial College,Skilled Manual,4651.3022,8093.03,5
11112,F,60000.00,M,1,0,Partial College,Skilled Manual,4726.4246,8295.02,6
11127,F,40000.00,M,0,0,High School,Skilled Manual,16.4486,43.98,3
11129,F,40000.00,S,0,0,High School,Skilled Manual,3423.2755,5873.26,2
11144,M,40000.00,S,0,0,High School,Skilled Manual,1311.0399,2399.97,3
11146,F,40000.00,S,2,0,Bachelors,Management,67.1761,112.93,7
11161,F,40000.00,S,0,0,Partial College,Skilled Manual,35.1375,93.95,6
11163,M,40000.00,M,0,0,Partial College,Skilled Manual,17.3051,46.27,4
11178,M,100000.00,M,2,3,Graduate Degree,Management,54.1404,144.76,6
11180,F,160000.00,M,1,3,Bachelors,Management,51.7805,138.45,6
11195,F,60000.00,M,5,0,Bachelors,Management,39.5507,105.75,6
11197,F,70000.00,M,3,1,Bachelors,Management,77.6276,207.56,6
11210,M,70000.00,M,4,1,Partial College,Professional,26.4644,70.76,5
11212,F,40000.00,M,2,1,High School,Professional,390.1383,827.19,33
21376,F,20000.00,M,2,1,Partial High School,Clerical,1.8663,4.99,1
21387,M,30000.00,S,3,0,High School,Skilled Manual,1673.2272,2745.3325,4
21394,F,70000.00,S,2,0,Partial College,Skilled Manual,2887.8241,4657.5125,3
21401,M,60000.00,S,0,0,Partial College,Professional,754.6521,1174.48,2
21412,M,50000.00,M,0,0,High School,Professional,22.4326,59.98,2
21419,M,120000.00,M,2,2,Bachelors,Management,44.0949,64.97,3
21426,M,60000.00,M,2,0,High School,Professional,723.9184,1149.47,3
21437,F,70000.00,S,1,0,Bachelors,Professional,719.1649,1136.76,4
21444,M,70000.00,M,5,0,Bachelors,Management,8.5759,22.93,3
21451,F,40000.00,M,4,0,High School,Professional,12.5249,23.97,3
21462,F,70000.00,S,5,0,Bachelors,Management,18.6889,49.97,3
