isEdited,rating,review,title,date,userName,developerResponse.id,developerResponse.body,developerResponse.modified
FALSE,2,ใช่บริการแกร๊ปฟู้ดหลายรอบแล้ว ช่วงหลังมีปัญหาไม่ได้รับสินค้าตามเวลาที่แจ้ง ไม่ว่าหรอกเรื่อง แชร์โลเคชั่น แต่ต้องมีวิธีไม่ให้คนขับมาช้ากว่าเวลารึป่าว คุยกับบอทก็ไม่ให้พิมเอง มีข้อความมาให้จำกัด ไม่สามารถระบุปัญหาที่แท้จริงได้ โทรไปเบอร์คนส่งไม่เคยติด คนส่ง ส่งช้าก็ยกเลิกไม่ได้ มีแต่คนขับแชร์ว่าไปส่งแล้วไม่มีคนนับโดนเทออเดอร์ แล้วให้บริการแบบนี้สงสารคนสั่งบ้างเถอะค่ะ ใช้แอปอื่นสะดวกและเร็วกว่านี้มากเลย,แกร๊บฟู้ด,2021-03-12 05:18:22,chillaeng,21649555,"แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อส่งต่อไปยังฝ่ายที่เกี่ยวข้องให้ทำการพัฒนาและปรับปรุงต่อไปนะคะ ทั้งนี้หากทางคุณผู้ใช้บริการพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบได้เลยนะคะ โดยกดที่คำว่า ""ติดต่อเจ้าหน้าที่"" ได้เลยค่ะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ",2021-03-15T08:12:20Z
FALSE,1,เวลาให้อัพเดทแอพทำไมต้องบังคับให้อัพเดทก่อน คนหิวๆต้องมารออัพเดท ให้อัพเดทภายหลังก็ได้ปะ?!?!,.฿@)(7฿&84,2021-03-12 04:28:50,Candy pompam,21648821,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปนะคะ ทั้งนี้หากพบปัญหาการใช้งานแอปในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ ,2021-03-15T07:52:59Z
FALSE,1,"เติมเงินเข้าในแอป 10000 กว่าบาท 
แต่พอจะโอนเงินออก โอนออกไม่ได้
และระบบเติมเงินหักเงินจากแอปไปแล้วแต่เงินไม่เข้าถ้าไม่ตามเรื่องก็จะเสียเงินฟรีๆ และอีกอย่างติดต่อไปเป็นอาทิตย์กว่าจะตอบแต่ละข้อความ แย่มากมีอะไรแย่อีกเยอะ. แนะนำถ้าใครจะใช่แนะนำไห้สั่งของจ่ายผ่านเงินสด เพราะแอปมีปัญหาบ่อยมาก",แย่มาก,2021-03-11 14:38:50,แมวเองนะ,21648672,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-15T07:48:28Z
FALSE,2,Language settings supposed to be in English but Thai words mixed in here and there that I can’t understand. Poor language implementation,Language settings bad,2021-03-11 10:52:51,Unhappy user in Malaysia,21649406,We apologize for this. Please contact our call centre via the in-app help centre or our social media platforms so that we can investigate the issue. Thank you!,2021-03-15T08:08:14Z
FALSE,5,Keep launching the vouchers! I love em??,Great options for restaurants,2021-03-11 04:26:53,ฟอเฟิร์น,,,
FALSE,4,หลังจากอัพเดทเวอร์ชั่นล่าสุด เราแชทกับพี่แกร็บไม่ได้เลยค่ะ เห็นข้อความของ driver ขึ้นแค่ แต่กดเข้าแอพไปดูก็ขึ้น something went wrong ตลอกเลยค่ะ ฝากแก้ให้หน่อยนะคะ เพราะติดต่อกันยากมากเลย,ไม่สามารถดูแชทของพี่คนขับได้,2021-03-08 12:11:11,Kmr. O.,,,
FALSE,1,คือฝนตก นี่ต้องการให้คนขับเข้ามารับหน้าโรงแรมไง อีเวน ละนี่เปลี่ยนจุดรับ ให้นี่เดินตากฝนไปอ่อ โง่เง่า อย่าหาทำ อารมณ์เสีย!,บังคับจุดรับเพื่อ???,2021-03-10 06:19:42,Sarisa.sric,21648629,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกด้วยนะคะ ทั้งนี้ในกรณีที่ไม่สามารถปักหมุดตามสถานที่ที่ต้องการได้ แกร็บแนะนำให้ส่งเรื่องเข้ามาทางศูนย์ช่วยเหลือในหัวข้อ การเดินทาง > รายงานปัญหาเกี่ยวกับแผนที่และสถานที่ > รายงานปัญหาเกี่ยวกับสถานที่ เพื่อให้ทางฝ่ายที่เกี่ยวข้องทำการตรวจสอบและแก้ไขนะคะ และหากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-15T07:46:47Z
FALSE,1,"I ordered Pizza Hut and once the rider was on the way, I was notified that the Rider is dropping another order first before coming to me. It took terribly long! I payed full price for my Pizza, but got to wait twice as long and my pizza was cold! When I called to complain to customer service, they did not do anything! All they could offer was 10 baht discount for my next order! This ridiculous! Grab is exploiting the riders AND THEIR CUSTOMERS!!! I have now uninstalled Grab and will never use their service again if they still got this stupid “Batch delivery system”.",Horrible service,2021-03-09 10:20:45,Nicole Fink,21648488,We are sorry for any inconvenience caused. We will relay this to the relevant team for their review and improvement. Thank you for taking the time to write to us.,2021-03-15T07:42:03Z
TRUE,1,ยกเลิกระบบพ่วงออเด้อเถอะ,Grabfood,2021-03-09 04:31:50,ChanonR,21020814,We apologize for this. Please contact our call centre via the in-app help centre or our social media platforms so that we can investigate the issue. Thank you!,2021-02-12T13:45:40Z
FALSE,4,ขอตินิดนึงเถอะเรื่องการส่งอาหารเลิกให้คนขับส่งงานซ้อนสักทีมันน่าเบื่อ คนรอกินข้าวก็รอไปเถอะนานเกิ๊น มันเสียอารมณ์นะคะ ??,การส่งอาหาร,2021-03-07 09:42:10,momaya_P,,,
FALSE,1,ร้องเรียนไปกี่รอบละไม่ตอบละ,ชักช้า,2021-03-08 11:22:53,pimphaka may,21646575,แกร็บสวัสดีค่ะ หากต้องการให้แกร็บช่วยเหลือในด้านใด สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-15T06:54:03Z
FALSE,2,เป็นที่แอพหรือเป็นที่เครื่องเนีย งง เดียวรูปไม่ขึ้น แกรปไม่ขยับแต่มาถึงหน้าบ้านแล้ว  แพงก็แพง สั่งเพราะสะดวกคุยแชทกับคนขับได้,อาเบะมา,2021-03-08 07:55:50,วปวกวดใบำแง,21542502,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ ทั้งนี้หากทางคุณผู้ใช้บริการยังพบปัญหาดังกล่าวอยู่ สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:13:44Z
FALSE,2,เวลาจ่ายด้วยบัตรจะขึ้นว่าจ่ายไม่ได้ ทั้งๆ ที่สถานะบัตรปกติ ควรปรับปรุงอย่างเร่งด่วน,บังคับจ่ายด้วย เงินสด หรือ Wallet,2021-03-08 00:55:55,TCgift,21542481,"แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บแนะนำให้ติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ
",2021-03-09T14:13:14Z
FALSE,1,ชอบบอกว่าคนขับไม่ว่าง คนขับไม่มี เห็นแต่นั่งสูบบุหรี่กันข้างถนนแบบนี้ไม่ว่างเหรอคะ (บางคน),Our drivers are busy,2021-03-07 13:03:06,Kaosian love love,21542336,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้แกร็บขออนุญาตแจ้งว่า โดยปกติแล้วปริมาณพาร์ทเนอร์คนขับที่พร้อมรับงานอยู่นั้น จะขึ้นอยู่กับช่วงเวลา พื้นที่ที่เรียกใช้บริการ รวมถึงสภาพการจราจร และสภาพอากาศด้วยเช่นกันนะคะ อย่างไรแล้วแกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปค่ะ และหากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยค่ะ หรือติดต่อ Call Centre ผ่านศูนย์ช่วยเหลือในแอปได้เช่นกันนะคะ,2021-03-09T14:08:15Z
FALSE,5,รูปอาหารโหลดไม่ขึ้นไม่แสดงเน็ตปกติ,รูปอาหารไม่โหลด,2021-03-05 16:25:26,Cant paid by true wallet card,21542006,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ อย่างไรแล้วหากทางคุณผู้ใช้บริการพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T13:52:51Z
FALSE,1,"ร้านเเนะนำบ้าบออะไร. กดผิดเเต่ไม่สามารถยกเลิกได้
ค่าอาหาร55บาท ค่าส่ง50. ตลก.  อย่าไปหาสั่ง ไปสั่งค่ายหมีดีกว่า. ร้านเดียวกันประหยัดไปตั้ง40บาท หน้าเลือดเกิน คอนเซ้นเตอร์. ติดต่อเกือบ40นาทีทไม่มีใครรับสาย.  โปรโมชั่นก็ไม่ดี. เอาเปรียบผู้บริโภคมาก",กดผิดไม่สามารถยกเลิกได้.,2021-03-07 06:22:33,สดนดรด,,,
FALSE,1,ห่วยแตกมาก เรียกรถไม่เคยได้และจะมีทำไมวะ,ห่วยสุดๆ ไม่ใช้บริการแล้วต่อไป,2021-03-07 03:44:53,hyzb dux is xubf,21542286,แกร็บสวัสดีค่ะ เบื้องต้นแกร็บแนะนำให้ทางคุณผู้ใช้บริการติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมนะคะ ว่าไม่สามารถทำการเรียกรถได้อย่างไรบ้าง หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:06:35Z
FALSE,1,เวลาคนขับรถส่งข้อความมาแล้วตอบไม่ได้ปัญหามันอยู่ที่ไหนครับ,ตอบแชทไม่ได้,2021-03-06 23:40:14,bxjdibdiskahsididu,21542248,แกร็บสวัสดีค่ะ เบื้องต้นแกร็บแนะนำให้อัปเดตแอปให้เป็นเวอร์ชันล่าสุด รวมถึงลบแอปและติดตั้งใหม่ดูก่อนนะคะ แต่หากยังพบปัญหาการใช้งานแอปเช่นเดิม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมได้เลยค่ะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:05:04Z
FALSE,1,สั่งไปแล้วของเสียหายจะติดต่อคนขับทีหลังก็ไม่ได้ไม่มีขึ้นประวัติอะไรไว้เลยตามตัวก็ไม่ได้,ติดต่อแกร้บไม่ได้,2021-03-06 17:37:45,ไอสัาชื่อเล่นขยันซ้ำจัง,21542221,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:03:50Z
FALSE,1,อยากทราบว่าทำไมคนส่งสินค้าทำไมถึงยกเลิกการสั่งซื้อของลูกค้าเหตุผล. ที่แจ้งทางร้านคือมองไม่เห็นหาร้านไม่เจอ. แต่โทบอกเจ้าหน้าที่ของแกร๊บว่าทางร้านปิดคิดได้ไงครับ แบบนี้เสียหายหมด. ละทางเจ้าหน้าที่ทางแกร๊บก็พูดแบบปัดความรับผิดชอบ. บอกเลยห่วยแตกสิ้นดี,คนส่งของ,2021-03-06 08:05:43,op2777,21542206,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ในส่วนนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ,2021-03-09T14:02:57Z
FALSE,1,The Thumbnail of the menus is not shown. At first I thought it would be my internet connection problem but it was not. Please fix it!!!!! I cannot see both menus and icons thumbnail!!!!!,The Thumbnail is not shown,2021-03-06 08:04:42,WannaratIK,21542175,We are sorry to hear about your experience. If you are still facing that issue. Please contact our call centre via the in-app help centre or our social media platforms so that we can assist you further with this. Thank you.,2021-03-09T14:01:07Z
FALSE,1,เปิดแอพแล้วมันไม่ขึ้นรูปภาพ,เปิดแอพไม่ปรากฏภาพร้านอาหาร,2021-03-06 07:18:59,กาจ้า,21542096,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ อย่างไรแล้วหากทางคุณผู้ใช้บริการพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T13:57:16Z
FALSE,1,"Why Grab keeps turning off my music while I’m using the app? 
It keeps allocating a car either far away or on the opposite of the road.",Why Grab keeps turning off my music ?,2021-03-06 05:52:16,vicnbk,21542074,We are sorry for any inconvenience caused. We will relay this to the relevant team for their review and improvement. Thank you for taking the time to write to us.,2021-03-09T13:56:19Z
FALSE,2,รูปภาพในแอฟมันโหลดไม่ขึ้นทุกร้าน ทั้งส่วนของ grab food แชะ grab mart เริ่มเป็นตั้งเเต่วันศุกร์ ตอนเเรกคิดว่าเปนที่อินเตอร์เน็ต เเต่พอเปลี่ยนเป็น wifi รูปก้ยังไม่ขึ้น อัพเดตแอฟเเล้ว โหลดใหม่เเล้วก้ยังไม่ขึ้น ใช้งานบน ios ลองของคนอื่นก้โชว์ขึ้นบ้างบ้างร้านก็ไม่ขึ้น เลยไม่เเน่ใจว่าเป็นที่อะไร รบกวนช่วยดูให้หน่อยค่ะ,รูปภาพในแอฟมันโหลดไม่ขึ้นทุกร้าน,2021-03-06 05:38:29,Lol??????,21542434,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ ทั้งนี้หากทางคุณผู้ใช้บริการยังพบปัญหาดังกล่าวอยู่ สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:12:07Z
FALSE,1,รูปภาพร้านค้า รายการอาหารหายหมด รบกวนเร่งแก้ไขด้วยค่ะ,รูปภาพในแอพหาย,2021-03-06 05:37:52,Norjorrr,21542053,"

แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ อย่างไรแล้วหากทางคุณผู้ใช้บริการพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ",2021-03-09T13:54:57Z
FALSE,3,กว่าคนขับจะมาส่ง หรือรอรับอาหารหลายรายการ อาหารที่มาส่งก็เย็นหมดแล้ว เวลาหิวนี่โมโหมาก จากที่รอ 20 นาทีกลายเป็น 40-45 นาที ไม่โอเคเลย ทั้งที่จ่ายค่าส่งเต็มเหมือนเดิม แต่ต้องแชร์ไรเดอร์กับคนอื่น,แกรบฟูด คนขับรับออเดอร์หลายรายการ,2021-03-06 05:21:57,kkggkhg,21542603,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปนะคะ ทั้งนี้หากต้องการให้แกร็บช่วยเหลือในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH ได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ ,2021-03-09T14:16:57Z
FALSE,2,ใส่รหัสโปรโมชั่นไปแล้วค่ะแต่ไม่ขึ้นให้กดเลย เช็คแน่ใจดีแล้วว่าตัวอักษรถูกต้อง ใส่อยู่หลายรอบมากแต่ไม่ขี้นหมดเขตตั้ง28 มีนา แต่ไม่ขึ้นเลยค่ะ! บอกกว่ารหัสไม่ถูกต้อง,โปรโมชั่นไม่ขึ้น,2021-03-06 04:35:06,pckktpoy,21542416,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้หากพบปัญหาการใช้งานโปรโมชัน สามารถส่งเรื่องเข้ามาทางศูนย์ช่วยเหลือในหัวข้อ แกร็บรีวอร์ดและโปรโมชัน > ไม่สามารถใช้โปรโมชันได้ เพื่อให้ทางฝ่ายที่เกี่ยวข้องทำการตรวจสอบเพิ่มเติมได้เลยนะคะ หรือสามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:11:28Z
FALSE,1,ชอบให้แกรปรับออเดอร์หลายอันพร้อมกัน ทั้งๆที่แต่ละจุดคนละทางกันเลย ทำให้เวลาในการต้องรอสินค้านานเกินจริง,ส่งช้า,2021-03-06 03:01:22,Luciasss,21542034,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ แกร็บขอน้อมรับความคิดเห็นในส่วนนี้ เพื่อนำไปพัฒนาและปรับปรุงต่อไปนะคะ ทั้งนี้หากพบปัญหาการใช้งานแอปในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ ,2021-03-09T13:53:48Z
FALSE,3,iPhone 12 mini รูปอาหารไม่ขอเลยครับ ใน 12 promax ขึ้นปกติ ถ้าแก้ไขแล้วเดี๋ยวมาเปลี่ยนเป็น 5 ดาวครับ,iPhone 12 mini รูปใน grabfood ไม่ขึ้น,2021-03-05 13:25:07,Bluedick,21542566,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ ทั้งนี้หากทางคุณผู้ใช้บริการยังพบปัญหาดังกล่าวอยู่ สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:15:53Z
FALSE,3,ถ้าซื้อของใกล้ๆที่เป็น free delivery คือไม่มีใครรับเลย หรือไม่ก็รับแล้วยกเลิก มันทำไมอ่ะ เพราะไม่ได้ค่าส่งงี้หรอ,Free delivery,2021-03-05 05:05:56,giftzy77,21542541,"แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบและตักเตือนพาร์ทเนอร์คนขับที่ยกเลิกงานโดยไม่มีเหตุอันควรได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ
",2021-03-09T14:15:16Z
FALSE,1,รูปภาพในapplicationไม่ขึ้นเลย ทั้งที่ลบและลงให้ ทำทุกอย่างแล้ว รูปภาพก็ไม่ขึ้น จะสั่งอาหารอ่านได้แค่ชื่อเมนู ไม่สามารถรู้หน้าตาอาหารได้เลย,พัฒนาบ้าง,2021-03-05 09:58:22,ForFiatz,21541996,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ อย่างไรแล้วหากทางคุณผู้ใช้บริการพบปัญหาในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบปัญหาดังกล่าวเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T13:52:20Z
FALSE,2,"คือว่าเข้าเเอปเเล้วรูปอาหารไม่ขึ้นครับเป็นบ้างที
ช่วยเเก้ไข้หน่อยนะครับ",รายการอาหารไม่ขึ้นครับ,2021-03-05 04:24:32,ชูกล้า,21542388,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ เนื่องจากก่อนหน้านี้เกิดความขัดข้องในแอปนะคะ โดยในตอนนี้ปัญหาดังกล่าวได้รับการแก้ไขเรียบร้อยแล้วค่ะ ทั้งนี้หากทางคุณผู้ใช้บริการยังพบปัญหาดังกล่าวอยู่ สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T14:10:20Z
FALSE,1,เหี้ยเอ้ยย,น่าจะคัดกรอง คนส่งของมั่งนะครับ คนส่งแต่ละคน ปากหมาชิบหายยย,2021-03-05 05:04:50,จีเอมตวายๆ,21541955,แกร็บสวัสดีค่ะ แกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้สามารถติดต่อแกร็บเข้ามาทาง Facebook Inbox / Twitter @GrabTH เพื่อให้แกร็บตรวจสอบเพิ่มเติมได้เลยนะคะ หรือติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T13:49:54Z
FALSE,1,เวลาสั่งอาหาร แล้วแกร๊บกดรับ เราก้วางใจไง รอไปก้นานแล้วเข้าไปดูอีกทีคือแกร๊บยกเลิกออเดอร์เรา แล้วคือมีประชุมต่อ ก้คือไม่ต้องแดกค่ะ งงปะ ทำไมไม่มีการแจ้งเตือนเวลาแกร๊บยกเลิกอะ แล้วปรกติรับแล้วมันยกเลิกกันดื้อๆได้เลยหรอคือแกร๊บมันไม่โทรบอกไง ล่สุดก้คือทั้งทีมไม่ได้กินข้าวค่ะ ต้องเข้าประชุมก่อน ออกมากินอีกทีคือโรคกะเพาะจะกำเริบ ห่วยสุดๆก้เรื่องนี้แหละ จริงๆ ขึ้นเตือนหน่อยไหม ว่าโดนยกเลิกนะให้กดใหม่อะไรก้ว่าไป ไม่มีเลยยย อาหารก้ใช่ว่าจะถูกนะเอาจิง ค่าส่งก้เอาเรื่องอยู่ โดนแบบนี้โครตเสียความรู้สึก เริ่มย้ายไปใช้แอพอื่นละเหมือนกัน,Cancellation,2021-03-05 02:02:10,fskye14,21541936,แกร็บสวัสดีค่ะ แกร็บขออนุญาตแจ้งว่าโดยปกติแล้วหากคำสั่งซื้อถูกยกเลิก ในหน้าแอปจะมีการแจ้งเตือนให้ทราบนะคะ อย่างไรแล้วแกร็บต้องขออภัยในความไม่สะดวกเป็นอย่างสูงค่ะ ทั้งนี้หากพบปัญหาการใช้งานแอปในด้านใดเพิ่มเติม สามารถติดต่อแกร็บเข้ามาทาง Facebook / Twitter @GrabTH เพื่อให้แกร็บทำการตรวจสอบได้เลยนะคะ รวมถึงติดต่อ Call Centre ผ่านทางศูนย์ช่วยเหลือในแอปได้เช่นกันค่ะ,2021-03-09T13:48:38Z
FALSE,5,ให้อยาก grab ให้คะแนน(ดาว)กับผู้รับการบริการบ้าง ถ้าลูกค้ากดยกเลิกก็ให้ grab ตัดคะแนน ตัดสิทธิการใช้บ้าง,อยากให้ grab ให้คะแนนผู้รับบริการบ้าง,2021-03-04 22:44:59,boyrunwan,,,
